student_id,average_Teacher_Evaluation
OGB/2024/30,7.0
OGB/2024/300,6.5
OGB/2024/301,8.25
OGB/2024/302,7.777777777777778
OGB/2024/303,6.0
OGB/2024/304,5.4
OGB/2024/305,4.666666666666667
OGB/2024/306,6.444444444444445
OGB/2024/307,7.777777777777778
OGB/2024/308,6.25
OGB/2024/309,2.6666666666666665
OGB/2024/31,3.111111111111111
OGB/2024/310,4.888888888888889
OGB/2024/311,4.4
OGB/2024/312,4.888888888888889
OGB/2024/313,6.2
OGB/2024/314,5.333333333333333
OGB/2024/315,3.3333333333333335
OGB/2024/316,7.0
OGB/2024/317,5.5
OGB/2024/318,5.777777777777778
OGB/2024/319,6.0
OGB/2024/32,7.25
OGB/2024/320,5.5
OGB/2024/321,5.111111111111111
OGB/2024/322,7.0
OGB/2024/323,6.5
OGB/2024/324,3.5
OGB/2024/325,5.2
OGB/2024/326,4.25
OGB/2024/327,7.111111111111111
OGB/2024/328,6.8
OGB/2024/329,7.4
OGB/2024/33,5.111111111111111
OGB/2024/330,5.25
OGB/2024/331,6.75
OGB/2024/332,7.111111111111111
OGB/2024/333,4.888888888888889
OGB/2024/334,5.111111111111111
OGB/2024/335,3.75
OGB/2024/336,7.8
OGB/2024/337,5.4
OGB/2024/338,6.2
OGB/2024/339,8.666666666666666
OGB/2024/34,5.0
OGB/2024/340,6.4
OGB/2024/341,4.4
OGB/2024/342,4.222222222222222
OGB/2024/343,5.2
OGB/2024/344,3.3333333333333335
OGB/2024/345,4.8
OGB/2024/346,5.777777777777778
OGB/2024/347,2.75
OGB/2024/348,4.25
OGB/2024/349,5.4
OGB/2024/35,3.5555555555555554
OGB/2024/350,6.2
OGB/2024/351,6.666666666666667
OGB/2024/352,5.777777777777778
OGB/2024/353,4.6
OGB/2024/354,6.2
OGB/2024/355,6.2
OGB/2024/356,3.0
OGB/2024/357,6.444444444444445
OGB/2024/358,4.5
OGB/2024/359,5.8
OGB/2024/36,6.222222222222222
OGB/2024/360,4.0
OGB/2024/361,5.555555555555555
OGB/2024/362,6.444444444444445
OGB/2024/363,4.666666666666667
OGB/2024/364,6.6
OGB/2024/365,4.5
OGB/2024/366,6.25
OGB/2024/367,7.0
OGB/2024/368,7.111111111111111
OGB/2024/369,8.0
OGB/2024/37,4.2
OGB/2024/370,7.5
OGB/2024/371,6.0
OGB/2024/372,3.5555555555555554
OGB/2024/373,4.8
OGB/2024/374,5.777777777777778
OGB/2024/375,7.4
OGB/2024/376,6.666666666666667
OGB/2024/377,4.5
OGB/2024/378,4.444444444444445
OGB/2024/379,7.111111111111111
OGB/2024/38,7.2
OGB/2024/380,4.8
OGB/2024/381,7.0
OGB/2024/382,5.0
OGB/2024/383,6.222222222222222
OGB/2024/384,6.0
OGB/2024/385,5.75
OGB/2024/386,8.444444444444445
OGB/2024/387,7.25
OGB/2024/388,6.4
OGB/2024/389,6.444444444444445
OGB/2024/39,4.5
OGB/2024/390,6.222222222222222
OGB/2024/391,4.6
OGB/2024/392,5.111111111111111
OGB/2024/393,7.25
OGB/2024/394,4.75
OGB/2024/395,8.75
OGB/2024/396,5.0
OGB/2024/397,3.25
OGB/2024/398,4.75
OGB/2024/399,6.0
OGB/2024/4,6.6
OGB/2024/40,6.8
OGB/2024/400,4.666666666666667
OGB/2024/401,2.6666666666666665
OGB/2024/402,6.5
OGB/2024/403,7.0
OGB/2024/404,8.75
OGB/2024/405,6.0
OGB/2024/406,6.8
OGB/2024/407,4.8
OGB/2024/408,7.75
OGB/2024/409,4.8
OGB/2024/41,8.25
OGB/2024/410,6.5
OGB/2024/411,4.75
OGB/2024/412,7.0
OGB/2024/413,5.5
OGB/2024/414,6.888888888888889
OGB/2024/415,6.222222222222222
OGB/2024/416,4.75
OGB/2024/417,6.888888888888889
OGB/2024/418,2.888888888888889
OGB/2024/419,4.888888888888889
OGB/2024/42,8.8
OGB/2024/420,7.777777777777778
OGB/2024/421,5.6
OGB/2024/422,6.888888888888889
OGB/2024/423,8.0
OGB/2024/424,6.666666666666667
OGB/2024/425,4.75
OGB/2024/426,7.2
OGB/2024/427,4.0
OGB/2024/428,5.777777777777778
OGB/2024/429,3.6
OGB/2024/43,6.0
OGB/2024/430,6.0
OGB/2024/431,6.8
OGB/2024/432,7.0
OGB/2024/433,5.777777777777778
OGB/2024/434,4.8
OGB/2024/435,5.111111111111111
OGB/2024/436,5.555555555555555
OGB/2024/437,4.8
OGB/2024/438,5.555555555555555
OGB/2024/439,6.2
OGB/2024/44,4.2
OGB/2024/440,5.777777777777778
OGB/2024/441,6.0
OGB/2024/442,3.4
OGB/2024/443,6.5
OGB/2024/444,7.2
OGB/2024/445,4.666666666666667
OGB/2024/446,4.75
OGB/2024/447,4.666666666666667
OGB/2024/448,6.2
OGB/2024/449,6.75
OGB/2024/45,6.0
OGB/2024/450,5.5
OGB/2024/451,5.5
OGB/2024/452,6.5
OGB/2024/453,4.444444444444445
OGB/2024/454,5.5
OGB/2024/455,4.666666666666667
OGB/2024/456,7.0
OGB/2024/457,5.4
OGB/2024/458,6.25
OGB/2024/459,3.5
OGB/2024/46,5.333333333333333
OGB/2024/460,4.6
OGB/2024/461,6.0
OGB/2024/462,6.0
OGB/2024/463,6.666666666666667
OGB/2024/464,6.0
OGB/2024/465,5.4
OGB/2024/466,7.111111111111111
OGB/2024/467,6.444444444444445
OGB/2024/468,5.75
OGB/2024/469,4.0
OGB/2024/47,6.75
OGB/2024/470,6.0
OGB/2024/471,6.0
OGB/2024/472,5.777777777777778
OGB/2024/473,4.75
OGB/2024/474,6.75
OGB/2024/475,7.4
OGB/2024/476,7.0
OGB/2024/477,4.6
OGB/2024/478,7.8
OGB/2024/479,5.0
OGB/2024/48,5.75
OGB/2024/480,4.444444444444445
OGB/2024/481,6.0
OGB/2024/482,4.666666666666667
OGB/2024/483,7.0
OGB/2024/484,4.25
OGB/2024/485,6.2
OGB/2024/486,8.0
OGB/2024/487,6.8
OGB/2024/488,6.4
OGB/2024/489,4.5
OGB/2024/49,5.4
OGB/2024/490,8.2
OGB/2024/491,6.0
OGB/2024/492,5.111111111111111
OGB/2024/493,7.75
OGB/2024/494,6.8
OGB/2024/495,6.0
OGB/2024/496,5.4
OGB/2024/497,5.4
OGB/2024/498,5.8
OGB/2024/499,2.2222222222222223
OGB/2024/5,6.5
OGB/2024/50,5.4
OGB/2024/51,5.0
OGB/2024/52,4.75
OGB/2024/53,4.6
OGB/2024/54,8.0
OGB/2024/55,5.333333333333333
OGB/2024/56,7.0
OGB/2024/57,6.0
OGB/2024/58,4.888888888888889
OGB/2024/59,4.888888888888889
OGB/2024/6,5.5
OGB/2024/60,6.4
OGB/2024/61,5.75
OGB/2024/62,5.5
OGB/2024/63,6.2
OGB/2024/64,6.222222222222222
OGB/2024/65,4.0
OGB/2024/66,5.75
OGB/2024/67,5.75
OGB/2024/68,7.75
OGB/2024/69,7.777777777777778
OGB/2024/7,4.444444444444445
OGB/2024/70,4.222222222222222
OGB/2024/71,5.111111111111111
OGB/2024/72,4.444444444444445
OGB/2024/73,6.888888888888889
OGB/2024/74,5.777777777777778
OGB/2024/75,6.5
OGB/2024/76,5.4
OGB/2024/77,5.0
OGB/2024/78,6.75
OGB/2024/79,5.4
OGB/2024/8,6.888888888888889
OGB/2024/80,6.666666666666667
OGB/2024/81,7.111111111111111
OGB/2024/82,4.444444444444445
OGB/2024/83,5.777777777777778
OGB/2024/84,4.0
OGB/2024/85,6.222222222222222
OGB/2024/86,6.0
OGB/2024/87,8.0
OGB/2024/88,5.75
OGB/2024/89,6.222222222222222
OGB/2024/9,6.5
OGB/2024/90,5.0
OGB/2024/91,6.0
OGB/2024/92,5.75
OGB/2024/93,6.4
OGB/2024/94,5.8
OGB/2024/95,4.8
OGB/2024/96,5.333333333333333
OGB/2024/97,3.8
OGB/2024/98,8.444444444444445
OGB/2024/99,6.25
