attendance_id,student_id,date,status
285,OGB/2024/4,2024-01-27,True
286,OGB/2024/4,2024-05-12,True
287,OGB/2024/4,2024-09-09,True
288,OGB/2024/4,2024-08-10,True
289,OGB/2024/4,2024-04-26,True
290,OGB/2024/4,2024-07-06,True
291,OGB/2024/4,2024-02-23,True
292,OGB/2024/4,2024-04-01,True
293,OGB/2024/4,2024-01-19,True
294,OGB/2024/4,2024-07-06,True
295,OGB/2024/4,2024-06-18,True
296,OGB/2024/4,2024-09-22,True
297,OGB/2024/4,2024-06-15,True
298,OGB/2024/4,2024-07-23,True
299,OGB/2024/4,2024-07-20,True
300,OGB/2024/4,2024-05-16,True
301,OGB/2024/4,2024-01-07,True
302,OGB/2024/4,2024-02-18,True
303,OGB/2024/4,2024-01-11,True
304,OGB/2024/4,2024-04-22,True
305,OGB/2024/4,2024-04-20,False
306,OGB/2024/4,2024-07-06,True
307,OGB/2024/4,2024-08-09,True
308,OGB/2024/4,2024-07-13,True
309,OGB/2024/4,2024-07-27,True
310,OGB/2024/4,2024-03-03,True
311,OGB/2024/4,2024-06-19,True
312,OGB/2024/4,2024-02-17,True
313,OGB/2024/4,2024-04-27,False
314,OGB/2024/4,2024-03-23,True
315,OGB/2024/4,2024-08-01,True
316,OGB/2024/4,2024-01-02,True
317,OGB/2024/4,2024-05-13,True
318,OGB/2024/4,2024-07-14,True
319,OGB/2024/4,2024-02-10,True
320,OGB/2024/4,2024-06-21,True
321,OGB/2024/4,2024-10-01,True
322,OGB/2024/4,2024-02-26,True
323,OGB/2024/4,2024-02-02,True
324,OGB/2024/4,2024-08-19,False
325,OGB/2024/4,2024-08-22,True
326,OGB/2024/4,2024-08-04,True
327,OGB/2024/4,2024-05-02,True
328,OGB/2024/4,2024-01-24,True
329,OGB/2024/4,2024-11-09,True
330,OGB/2024/4,2024-10-08,True
331,OGB/2024/4,2024-09-25,True
332,OGB/2024/4,2024-09-03,True
333,OGB/2024/4,2024-12-19,True
334,OGB/2024/4,2024-12-28,True
335,OGB/2024/4,2024-12-21,True
336,OGB/2024/4,2024-12-09,False
337,OGB/2024/4,2024-10-01,True
338,OGB/2024/4,2024-06-08,True
339,OGB/2024/4,2024-11-23,True
340,OGB/2024/4,2024-02-11,True
341,OGB/2024/4,2024-03-02,True
342,OGB/2024/4,2024-05-20,True
343,OGB/2024/4,2024-10-17,True
344,OGB/2024/4,2024-01-26,True
345,OGB/2024/4,2024-10-10,True
346,OGB/2024/4,2024-11-27,True
347,OGB/2024/4,2024-10-27,True
348,OGB/2024/4,2024-08-13,True
349,OGB/2024/4,2024-10-17,True
350,OGB/2024/5,2024-08-21,True
351,OGB/2024/5,2024-04-21,False
352,OGB/2024/5,2024-02-07,True
353,OGB/2024/5,2024-08-19,True
354,OGB/2024/5,2024-08-22,True
355,OGB/2024/5,2024-02-27,True
356,OGB/2024/5,2024-07-13,True
357,OGB/2024/5,2024-10-18,True
358,OGB/2024/5,2024-12-10,False
359,OGB/2024/5,2024-02-14,True
360,OGB/2024/5,2024-07-04,True
361,OGB/2024/5,2024-03-07,True
362,OGB/2024/5,2024-08-10,True
363,OGB/2024/5,2024-01-16,True
364,OGB/2024/5,2024-08-19,False
365,OGB/2024/5,2024-05-08,True
366,OGB/2024/5,2024-04-27,False
367,OGB/2024/5,2024-03-25,False
368,OGB/2024/5,2024-06-14,True
369,OGB/2024/5,2024-03-07,True
370,OGB/2024/5,2024-12-23,True
371,OGB/2024/5,2024-09-22,True
372,OGB/2024/5,2024-10-20,True
373,OGB/2024/5,2024-05-19,True
374,OGB/2024/5,2024-10-04,True
375,OGB/2024/5,2024-10-15,True
376,OGB/2024/5,2024-01-03,True
377,OGB/2024/5,2024-12-27,True
378,OGB/2024/5,2024-05-06,True
379,OGB/2024/5,2024-07-28,True
380,OGB/2024/5,2024-11-05,True
381,OGB/2024/5,2024-01-07,True
382,OGB/2024/5,2024-08-02,True
383,OGB/2024/5,2024-09-15,False
384,OGB/2024/5,2024-09-28,True
385,OGB/2024/5,2024-03-04,True
386,OGB/2024/5,2024-02-14,True
387,OGB/2024/5,2024-01-27,True
388,OGB/2024/5,2024-03-22,True
389,OGB/2024/5,2024-11-22,True
390,OGB/2024/5,2024-01-21,False
391,OGB/2024/5,2024-11-21,True
392,OGB/2024/5,2024-05-04,True
393,OGB/2024/5,2024-09-26,True
394,OGB/2024/5,2024-02-08,True
395,OGB/2024/5,2024-06-22,False
396,OGB/2024/5,2024-12-25,False
397,OGB/2024/5,2024-10-19,True
398,OGB/2024/5,2024-09-20,True
399,OGB/2024/5,2024-09-25,True
400,OGB/2024/5,2024-10-15,True
401,OGB/2024/5,2024-03-04,False
402,OGB/2024/5,2024-02-15,True
403,OGB/2024/5,2024-01-24,True
404,OGB/2024/5,2024-09-17,True
405,OGB/2024/5,2024-11-19,False
406,OGB/2024/5,2024-05-22,True
407,OGB/2024/5,2024-09-01,True
408,OGB/2024/5,2024-02-18,False
409,OGB/2024/5,2024-07-09,True
410,OGB/2024/5,2024-05-18,True
411,OGB/2024/5,2024-03-06,False
412,OGB/2024/5,2024-02-15,False
413,OGB/2024/5,2024-06-17,True
414,OGB/2024/5,2024-09-24,True
415,OGB/2024/5,2024-04-19,True
416,OGB/2024/5,2024-08-17,True
417,OGB/2024/5,2024-06-15,True
418,OGB/2024/5,2024-01-18,True
419,OGB/2024/5,2024-03-02,True
420,OGB/2024/6,2024-01-09,True
421,OGB/2024/6,2024-09-02,True
422,OGB/2024/6,2024-07-16,True
423,OGB/2024/6,2024-06-16,True
424,OGB/2024/6,2024-11-03,True
425,OGB/2024/6,2024-03-27,True
426,OGB/2024/6,2024-04-13,True
427,OGB/2024/6,2024-10-03,False
428,OGB/2024/6,2024-05-20,True
429,OGB/2024/6,2024-07-03,True
430,OGB/2024/6,2024-11-22,True
431,OGB/2024/6,2024-02-06,True
432,OGB/2024/6,2024-09-16,True
433,OGB/2024/6,2024-11-27,True
434,OGB/2024/6,2024-10-09,True
435,OGB/2024/6,2024-03-20,True
436,OGB/2024/6,2024-11-14,True
437,OGB/2024/6,2024-09-17,True
438,OGB/2024/6,2024-03-15,True
439,OGB/2024/6,2024-12-25,True
440,OGB/2024/6,2024-07-19,True
441,OGB/2024/6,2024-11-28,False
442,OGB/2024/6,2024-08-22,True
443,OGB/2024/6,2024-11-02,True
444,OGB/2024/6,2024-05-02,True
445,OGB/2024/6,2024-10-12,False
446,OGB/2024/6,2024-04-23,False
447,OGB/2024/6,2024-02-09,True
448,OGB/2024/6,2024-02-26,True
449,OGB/2024/6,2024-10-14,True
450,OGB/2024/6,2024-02-12,True
451,OGB/2024/6,2024-07-02,True
452,OGB/2024/6,2024-08-18,True
453,OGB/2024/6,2024-11-08,False
454,OGB/2024/6,2024-03-16,True
455,OGB/2024/6,2024-05-22,True
456,OGB/2024/6,2024-12-18,True
457,OGB/2024/6,2024-09-08,True
458,OGB/2024/6,2024-06-24,True
459,OGB/2024/6,2024-07-12,True
460,OGB/2024/6,2024-02-25,True
461,OGB/2024/6,2024-08-19,True
462,OGB/2024/6,2024-11-22,True
463,OGB/2024/6,2024-11-13,True
464,OGB/2024/6,2024-03-10,False
465,OGB/2024/6,2024-11-02,True
466,OGB/2024/6,2024-10-14,True
467,OGB/2024/6,2024-12-21,False
468,OGB/2024/6,2024-05-27,True
469,OGB/2024/6,2024-10-13,False
470,OGB/2024/6,2024-07-18,True
471,OGB/2024/6,2024-04-24,False
472,OGB/2024/6,2024-05-20,True
473,OGB/2024/6,2024-07-01,False
474,OGB/2024/6,2024-05-15,True
475,OGB/2024/6,2024-09-10,False
476,OGB/2024/6,2024-03-03,True
477,OGB/2024/6,2024-08-01,True
478,OGB/2024/6,2024-03-18,False
479,OGB/2024/6,2024-06-04,True
480,OGB/2024/6,2024-07-05,True
481,OGB/2024/6,2024-03-12,True
482,OGB/2024/6,2024-10-25,True
483,OGB/2024/6,2024-04-27,True
484,OGB/2024/6,2024-11-14,True
485,OGB/2024/6,2024-05-18,False
486,OGB/2024/6,2024-09-05,True
487,OGB/2024/6,2024-01-17,True
488,OGB/2024/6,2024-10-26,False
489,OGB/2024/6,2024-04-09,False
490,OGB/2024/7,2024-09-13,True
491,OGB/2024/7,2024-09-23,True
492,OGB/2024/7,2024-09-08,True
493,OGB/2024/7,2024-10-02,True
494,OGB/2024/7,2024-07-05,True
495,OGB/2024/7,2024-05-13,True
496,OGB/2024/7,2024-08-05,True
497,OGB/2024/7,2024-09-15,True
498,OGB/2024/7,2024-10-19,False
499,OGB/2024/7,2024-02-14,False
500,OGB/2024/7,2024-01-20,True
501,OGB/2024/7,2024-02-03,True
502,OGB/2024/7,2024-05-03,True
503,OGB/2024/7,2024-04-27,True
504,OGB/2024/7,2024-02-19,True
505,OGB/2024/7,2024-12-08,True
506,OGB/2024/7,2024-06-22,False
507,OGB/2024/7,2024-10-21,True
508,OGB/2024/7,2024-03-27,False
509,OGB/2024/7,2024-04-23,True
510,OGB/2024/7,2024-07-04,True
511,OGB/2024/7,2024-04-07,True
512,OGB/2024/7,2024-08-24,False
513,OGB/2024/7,2024-07-01,False
514,OGB/2024/7,2024-06-06,True
515,OGB/2024/7,2024-04-02,True
516,OGB/2024/7,2024-05-11,True
517,OGB/2024/7,2024-09-17,True
518,OGB/2024/7,2024-02-13,False
519,OGB/2024/7,2024-06-25,True
520,OGB/2024/7,2024-12-01,True
521,OGB/2024/7,2024-03-12,True
522,OGB/2024/7,2024-05-25,False
523,OGB/2024/7,2024-05-16,True
524,OGB/2024/7,2024-03-09,True
525,OGB/2024/7,2024-02-20,True
526,OGB/2024/7,2024-02-14,True
527,OGB/2024/7,2024-06-21,True
528,OGB/2024/7,2024-01-28,True
529,OGB/2024/7,2024-04-23,False
530,OGB/2024/7,2024-05-09,True
531,OGB/2024/7,2024-01-26,False
532,OGB/2024/7,2024-10-14,False
533,OGB/2024/7,2024-07-28,True
534,OGB/2024/7,2024-02-16,True
535,OGB/2024/7,2024-12-16,False
536,OGB/2024/7,2024-12-03,True
537,OGB/2024/7,2024-09-05,True
538,OGB/2024/7,2024-12-09,True
539,OGB/2024/7,2024-10-18,True
540,OGB/2024/7,2024-10-25,False
541,OGB/2024/7,2024-09-21,True
542,OGB/2024/7,2024-01-18,True
543,OGB/2024/7,2024-09-24,True
544,OGB/2024/7,2024-01-28,True
545,OGB/2024/7,2024-07-15,True
546,OGB/2024/7,2024-09-05,True
547,OGB/2024/7,2024-02-09,True
548,OGB/2024/7,2024-02-15,True
549,OGB/2024/7,2024-05-14,True
550,OGB/2024/7,2024-09-28,True
551,OGB/2024/7,2024-02-26,False
552,OGB/2024/7,2024-04-27,True
553,OGB/2024/7,2024-06-20,True
554,OGB/2024/7,2024-03-13,False
555,OGB/2024/7,2024-11-13,True
556,OGB/2024/7,2024-05-18,True
557,OGB/2024/7,2024-07-20,True
558,OGB/2024/7,2024-11-18,True
559,OGB/2024/7,2024-10-26,True
560,OGB/2024/8,2024-04-23,True
561,OGB/2024/8,2024-10-13,True
562,OGB/2024/8,2024-12-20,True
563,OGB/2024/8,2024-09-15,True
564,OGB/2024/8,2024-05-17,True
565,OGB/2024/8,2024-07-19,True
566,OGB/2024/8,2024-05-23,True
567,OGB/2024/8,2024-02-11,True
568,OGB/2024/8,2024-06-19,False
569,OGB/2024/8,2024-05-11,True
570,OGB/2024/8,2024-11-02,True
571,OGB/2024/8,2024-02-04,True
572,OGB/2024/8,2024-10-05,True
573,OGB/2024/8,2024-12-20,True
574,OGB/2024/8,2024-11-06,False
575,OGB/2024/8,2024-01-28,False
576,OGB/2024/8,2024-11-25,True
577,OGB/2024/8,2024-08-12,False
578,OGB/2024/8,2024-04-23,True
579,OGB/2024/8,2024-07-23,True
580,OGB/2024/8,2024-01-12,True
581,OGB/2024/8,2024-02-03,False
582,OGB/2024/8,2024-08-03,True
583,OGB/2024/8,2024-07-22,True
584,OGB/2024/8,2024-12-02,True
585,OGB/2024/8,2024-04-27,True
586,OGB/2024/8,2024-10-18,True
587,OGB/2024/8,2024-09-26,True
588,OGB/2024/8,2024-07-07,True
589,OGB/2024/8,2024-07-11,True
590,OGB/2024/8,2024-04-14,True
591,OGB/2024/8,2024-12-21,True
592,OGB/2024/8,2024-03-04,True
593,OGB/2024/8,2024-09-19,True
594,OGB/2024/8,2024-05-11,False
595,OGB/2024/8,2024-06-20,True
596,OGB/2024/8,2024-01-13,True
597,OGB/2024/8,2024-08-01,True
598,OGB/2024/8,2024-01-01,True
599,OGB/2024/8,2024-10-21,True
600,OGB/2024/8,2024-11-19,True
601,OGB/2024/8,2024-05-26,True
602,OGB/2024/8,2024-03-10,True
603,OGB/2024/8,2024-09-19,True
604,OGB/2024/8,2024-05-06,True
605,OGB/2024/8,2024-01-10,True
606,OGB/2024/8,2024-07-13,True
607,OGB/2024/8,2024-11-28,True
608,OGB/2024/8,2024-05-26,True
609,OGB/2024/8,2024-12-28,True
610,OGB/2024/8,2024-09-20,True
611,OGB/2024/8,2024-07-14,True
612,OGB/2024/8,2024-08-14,True
613,OGB/2024/8,2024-01-11,True
614,OGB/2024/8,2024-07-09,False
615,OGB/2024/8,2024-03-01,False
616,OGB/2024/8,2024-05-11,True
617,OGB/2024/8,2024-07-28,True
618,OGB/2024/8,2024-06-16,True
619,OGB/2024/8,2024-08-11,True
620,OGB/2024/8,2024-09-01,True
621,OGB/2024/8,2024-10-15,True
622,OGB/2024/8,2024-05-25,True
623,OGB/2024/8,2024-06-08,True
624,OGB/2024/8,2024-04-26,True
625,OGB/2024/8,2024-09-26,True
626,OGB/2024/8,2024-10-01,True
627,OGB/2024/8,2024-07-05,True
628,OGB/2024/8,2024-04-28,True
629,OGB/2024/8,2024-06-09,True
630,OGB/2024/9,2024-07-13,True
631,OGB/2024/9,2024-03-28,False
632,OGB/2024/9,2024-11-06,True
633,OGB/2024/9,2024-07-11,True
634,OGB/2024/9,2024-12-10,True
635,OGB/2024/9,2024-01-04,True
636,OGB/2024/9,2024-07-21,True
637,OGB/2024/9,2024-06-20,True
638,OGB/2024/9,2024-10-12,True
639,OGB/2024/9,2024-04-02,True
640,OGB/2024/9,2024-01-23,True
641,OGB/2024/9,2024-11-14,True
642,OGB/2024/9,2024-03-28,True
643,OGB/2024/9,2024-03-04,True
644,OGB/2024/9,2024-03-05,True
645,OGB/2024/9,2024-05-06,False
646,OGB/2024/9,2024-08-14,True
647,OGB/2024/9,2024-08-23,True
648,OGB/2024/9,2024-11-16,True
649,OGB/2024/9,2024-05-13,True
650,OGB/2024/9,2024-03-25,True
651,OGB/2024/9,2024-06-20,True
652,OGB/2024/9,2024-02-13,True
653,OGB/2024/9,2024-01-04,True
654,OGB/2024/9,2024-02-06,True
655,OGB/2024/9,2024-05-23,True
656,OGB/2024/9,2024-02-03,True
657,OGB/2024/9,2024-06-28,True
658,OGB/2024/9,2024-09-27,True
659,OGB/2024/9,2024-05-18,True
660,OGB/2024/9,2024-09-21,True
661,OGB/2024/9,2024-07-02,False
662,OGB/2024/9,2024-01-25,True
663,OGB/2024/9,2024-09-01,True
664,OGB/2024/9,2024-02-16,True
665,OGB/2024/9,2024-10-17,True
666,OGB/2024/9,2024-07-16,True
667,OGB/2024/9,2024-12-16,True
668,OGB/2024/9,2024-09-05,True
669,OGB/2024/9,2024-04-28,True
670,OGB/2024/9,2024-02-06,True
671,OGB/2024/9,2024-10-20,False
672,OGB/2024/9,2024-06-15,True
673,OGB/2024/9,2024-01-26,True
674,OGB/2024/9,2024-05-15,True
675,OGB/2024/9,2024-03-23,False
676,OGB/2024/9,2024-07-26,True
677,OGB/2024/9,2024-05-28,True
678,OGB/2024/9,2024-03-21,False
679,OGB/2024/9,2024-07-03,False
680,OGB/2024/9,2024-03-24,True
681,OGB/2024/9,2024-02-06,True
682,OGB/2024/9,2024-01-07,True
683,OGB/2024/9,2024-09-09,True
684,OGB/2024/9,2024-04-24,False
685,OGB/2024/9,2024-08-11,True
686,OGB/2024/9,2024-04-14,True
687,OGB/2024/9,2024-06-23,True
688,OGB/2024/9,2024-10-24,True
689,OGB/2024/9,2024-07-28,True
690,OGB/2024/9,2024-09-02,True
691,OGB/2024/9,2024-08-18,True
692,OGB/2024/9,2024-06-27,True
693,OGB/2024/9,2024-11-06,True
694,OGB/2024/9,2024-06-09,True
695,OGB/2024/9,2024-09-06,True
696,OGB/2024/9,2024-05-05,True
697,OGB/2024/9,2024-02-22,True
