student_id,average_teacher_evaluation
OGB/2024/212,5.777777777777778
OGB/2024/213,7.25
OGB/2024/214,5.0
OGB/2024/215,7.2
OGB/2024/216,5.0
OGB/2024/217,7.8
OGB/2024/218,5.8
OGB/2024/219,5.25
OGB/2024/22,3.111111111111111
OGB/2024/220,5.777777777777778
OGB/2024/221,5.4
OGB/2024/222,6.4
OGB/2024/223,2.75
OGB/2024/224,6.444444444444445
OGB/2024/225,6.25
OGB/2024/226,5.25
OGB/2024/227,6.75
OGB/2024/228,6.4
OGB/2024/229,3.7777777777777777
OGB/2024/23,7.25
OGB/2024/230,3.6
OGB/2024/231,7.25
OGB/2024/232,5.777777777777778
OGB/2024/233,5.5
OGB/2024/234,4.2
OGB/2024/235,6.0
OGB/2024/236,6.2
OGB/2024/237,3.5555555555555554
OGB/2024/238,6.666666666666667
OGB/2024/239,4.888888888888889
OGB/2024/24,5.111111111111111
OGB/2024/240,6.6
OGB/2024/241,6.222222222222222
OGB/2024/242,8.0
OGB/2024/243,6.25
OGB/2024/244,4.0
OGB/2024/245,3.75
OGB/2024/246,6.8
OGB/2024/247,5.75
OGB/2024/248,4.0
OGB/2024/249,6.0
OGB/2024/25,5.0
OGB/2024/250,5.777777777777778
OGB/2024/251,6.0
OGB/2024/252,6.75
OGB/2024/253,6.4
OGB/2024/254,6.0
OGB/2024/255,5.25
OGB/2024/256,3.7777777777777777
OGB/2024/257,4.666666666666667
OGB/2024/258,4.888888888888889
OGB/2024/259,6.25
OGB/2024/26,3.5555555555555554
OGB/2024/260,6.888888888888889
OGB/2024/261,5.0
OGB/2024/262,5.6
OGB/2024/263,3.3333333333333335
OGB/2024/264,7.2
OGB/2024/265,4.75
OGB/2024/266,4.888888888888889
OGB/2024/267,7.25
OGB/2024/268,5.25
OGB/2024/269,6.4
OGB/2024/27,6.222222222222222
OGB/2024/270,5.111111111111111
OGB/2024/271,6.666666666666667
OGB/2024/272,6.5
OGB/2024/273,4.4
OGB/2024/274,4.5
OGB/2024/275,4.222222222222222
OGB/2024/276,5.2
OGB/2024/277,6.75
OGB/2024/278,7.8
OGB/2024/279,4.5
OGB/2024/28,4.2
OGB/2024/280,4.888888888888889
OGB/2024/281,5.777777777777778
OGB/2024/282,5.5
OGB/2024/283,6.6
OGB/2024/284,6.5
OGB/2024/285,4.2
OGB/2024/286,6.0
OGB/2024/287,3.4
OGB/2024/288,5.333333333333333
OGB/2024/289,5.555555555555555
OGB/2024/29,7.2
OGB/2024/290,6.6
OGB/2024/291,6.5
OGB/2024/292,8.25
OGB/2024/293,7.777777777777778
OGB/2024/294,6.0
OGB/2024/295,5.4
OGB/2024/296,4.666666666666667
OGB/2024/297,6.444444444444445
OGB/2024/298,7.777777777777778
OGB/2024/299,6.25
OGB/2024/3,4.4
OGB/2024/30,4.5
OGB/2024/300,2.6666666666666665
OGB/2024/301,4.888888888888889
OGB/2024/302,4.4
OGB/2024/303,4.888888888888889
OGB/2024/304,6.2
OGB/2024/305,5.333333333333333
OGB/2024/306,3.3333333333333335
OGB/2024/307,7.0
OGB/2024/308,5.5
OGB/2024/309,5.777777777777778
OGB/2024/31,6.8
OGB/2024/310,6.0
OGB/2024/311,5.5
OGB/2024/312,5.111111111111111
OGB/2024/313,7.0
OGB/2024/314,6.5
OGB/2024/315,3.5
OGB/2024/316,5.2
OGB/2024/317,4.25
OGB/2024/318,7.111111111111111
OGB/2024/319,6.8
OGB/2024/32,8.25
OGB/2024/320,7.4
OGB/2024/321,5.25
OGB/2024/322,6.75
OGB/2024/323,7.111111111111111
OGB/2024/324,4.888888888888889
OGB/2024/325,5.111111111111111
OGB/2024/326,3.75
OGB/2024/327,7.8
OGB/2024/328,5.4
OGB/2024/329,6.2
OGB/2024/33,8.8
OGB/2024/330,8.666666666666666
OGB/2024/331,6.4
OGB/2024/332,4.4
OGB/2024/333,4.222222222222222
OGB/2024/334,5.2
OGB/2024/335,3.3333333333333335
OGB/2024/336,4.8
OGB/2024/337,5.777777777777778
OGB/2024/338,2.75
OGB/2024/339,4.25
OGB/2024/34,6.0
OGB/2024/340,5.4
OGB/2024/341,6.2
OGB/2024/342,6.666666666666667
OGB/2024/343,5.777777777777778
OGB/2024/344,4.6
OGB/2024/345,6.2
OGB/2024/346,6.2
OGB/2024/347,3.0
OGB/2024/348,6.444444444444445
OGB/2024/349,4.5
OGB/2024/35,4.2
OGB/2024/350,5.8
OGB/2024/351,4.0
OGB/2024/352,5.555555555555555
OGB/2024/353,6.444444444444445
OGB/2024/354,4.666666666666667
OGB/2024/355,6.6
OGB/2024/356,4.5
OGB/2024/357,6.25
OGB/2024/358,7.0
OGB/2024/359,7.111111111111111
OGB/2024/36,6.0
OGB/2024/360,8.0
OGB/2024/361,7.5
OGB/2024/362,6.0
OGB/2024/363,3.5555555555555554
OGB/2024/364,4.8
OGB/2024/365,5.777777777777778
OGB/2024/366,7.4
OGB/2024/367,6.666666666666667
OGB/2024/368,4.5
OGB/2024/369,4.444444444444445
OGB/2024/37,5.333333333333333
OGB/2024/370,7.111111111111111
OGB/2024/371,4.8
OGB/2024/372,7.0
OGB/2024/373,5.0
OGB/2024/374,6.222222222222222
OGB/2024/375,6.0
OGB/2024/376,5.75
OGB/2024/377,8.444444444444445
OGB/2024/378,7.25
OGB/2024/379,6.4
OGB/2024/38,6.75
OGB/2024/380,6.444444444444445
OGB/2024/381,6.222222222222222
OGB/2024/382,4.6
OGB/2024/383,5.111111111111111
OGB/2024/384,7.25
OGB/2024/385,4.75
OGB/2024/386,8.75
OGB/2024/387,5.0
OGB/2024/388,3.25
OGB/2024/389,4.75
OGB/2024/39,5.75
OGB/2024/390,6.0
OGB/2024/391,4.666666666666667
OGB/2024/392,2.6666666666666665
OGB/2024/393,6.5
OGB/2024/394,7.0
OGB/2024/395,8.75
OGB/2024/396,6.0
OGB/2024/397,6.8
OGB/2024/398,4.8
OGB/2024/399,7.75
OGB/2024/4,6.25
OGB/2024/40,5.4
OGB/2024/400,4.8
OGB/2024/401,6.5
OGB/2024/402,4.75
OGB/2024/403,7.0
OGB/2024/404,5.5
OGB/2024/405,6.888888888888889
OGB/2024/406,6.222222222222222
OGB/2024/407,4.75
OGB/2024/408,6.888888888888889
OGB/2024/409,2.888888888888889
OGB/2024/41,5.4
OGB/2024/410,4.888888888888889
OGB/2024/411,7.777777777777778
OGB/2024/412,5.6
OGB/2024/413,6.888888888888889
OGB/2024/414,8.0
OGB/2024/415,6.666666666666667
OGB/2024/416,4.75
OGB/2024/417,7.2
OGB/2024/418,4.0
OGB/2024/419,5.777777777777778
OGB/2024/42,5.0
OGB/2024/420,3.6
OGB/2024/421,6.0
OGB/2024/422,6.8
OGB/2024/423,7.0
OGB/2024/424,5.777777777777778
OGB/2024/425,4.8
OGB/2024/426,5.111111111111111
OGB/2024/427,5.555555555555555
OGB/2024/428,4.8
OGB/2024/429,5.555555555555555
OGB/2024/43,4.75
OGB/2024/430,6.2
OGB/2024/431,5.777777777777778
OGB/2024/432,6.0
OGB/2024/433,3.4
OGB/2024/434,6.5
OGB/2024/435,7.2
OGB/2024/436,4.666666666666667
OGB/2024/437,4.75
OGB/2024/438,4.666666666666667
OGB/2024/439,6.2
OGB/2024/44,4.6
OGB/2024/440,6.75
OGB/2024/441,5.5
OGB/2024/442,5.5
OGB/2024/443,6.5
OGB/2024/444,4.444444444444445
OGB/2024/445,5.5
OGB/2024/446,4.666666666666667
OGB/2024/447,7.0
OGB/2024/448,5.4
OGB/2024/449,6.25
OGB/2024/45,8.0
OGB/2024/450,3.5
OGB/2024/451,4.6
OGB/2024/452,6.0
OGB/2024/453,6.0
OGB/2024/454,6.666666666666667
OGB/2024/455,6.0
OGB/2024/456,5.4
OGB/2024/457,7.111111111111111
OGB/2024/458,6.444444444444445
OGB/2024/459,5.75
OGB/2024/46,5.333333333333333
OGB/2024/460,4.0
OGB/2024/461,6.0
OGB/2024/462,6.0
OGB/2024/463,5.777777777777778
OGB/2024/464,4.75
OGB/2024/465,6.75
OGB/2024/466,7.4
OGB/2024/467,7.0
OGB/2024/468,4.6
OGB/2024/469,7.8
OGB/2024/47,7.0
OGB/2024/470,5.0
OGB/2024/471,4.444444444444445
OGB/2024/472,6.0
OGB/2024/473,4.666666666666667
OGB/2024/474,7.0
OGB/2024/475,4.25
OGB/2024/476,6.2
OGB/2024/477,8.0
OGB/2024/478,6.8
OGB/2024/479,6.4
OGB/2024/48,6.0
OGB/2024/480,4.5
OGB/2024/481,8.2
OGB/2024/482,6.0
OGB/2024/483,5.111111111111111
OGB/2024/484,7.75
OGB/2024/485,6.8
OGB/2024/486,6.0
OGB/2024/487,5.4
OGB/2024/488,5.4
OGB/2024/489,5.8
OGB/2024/49,4.888888888888889
OGB/2024/490,2.2222222222222223
OGB/2024/491,5.0
OGB/2024/492,4.2
OGB/2024/493,6.4
OGB/2024/494,5.25
OGB/2024/495,8.222222222222221
OGB/2024/496,5.75
OGB/2024/497,7.555555555555555
OGB/2024/498,4.222222222222222
OGB/2024/499,6.666666666666667
OGB/2024/5,7.6
OGB/2024/50,4.888888888888889
OGB/2024/51,6.4
OGB/2024/52,5.75
OGB/2024/53,5.5
OGB/2024/54,6.2
OGB/2024/55,6.222222222222222
OGB/2024/56,4.0
OGB/2024/57,5.75
OGB/2024/58,5.75
OGB/2024/59,7.75
OGB/2024/6,6.2
OGB/2024/60,7.777777777777778
OGB/2024/61,4.222222222222222
OGB/2024/62,5.111111111111111
OGB/2024/63,4.444444444444445
OGB/2024/64,6.888888888888889
OGB/2024/65,5.777777777777778
OGB/2024/66,6.5
OGB/2024/67,5.4
OGB/2024/68,5.0
OGB/2024/69,6.75
OGB/2024/7,5.2
OGB/2024/70,5.4
OGB/2024/71,6.666666666666667
OGB/2024/72,7.111111111111111
OGB/2024/73,4.444444444444445
OGB/2024/74,5.777777777777778
OGB/2024/75,4.0
OGB/2024/76,6.222222222222222
OGB/2024/77,6.0
OGB/2024/78,8.0
OGB/2024/79,5.75
OGB/2024/8,6.0
OGB/2024/80,6.222222222222222
OGB/2024/81,5.0
OGB/2024/82,6.0
OGB/2024/83,5.75
OGB/2024/84,6.4
OGB/2024/85,5.8
OGB/2024/86,4.8
OGB/2024/87,5.333333333333333
OGB/2024/88,3.8
OGB/2024/89,8.444444444444445
OGB/2024/9,3.25
OGB/2024/90,6.25
OGB/2024/91,5.333333333333333
OGB/2024/92,3.7777777777777777
OGB/2024/93,4.6
OGB/2024/94,5.75
OGB/2024/95,3.75
OGB/2024/96,5.0
OGB/2024/97,4.0
OGB/2024/98,6.25
OGB/2024/99,6.8
